,reviews,sentiment
9609,오래된 영화네..지나고 보니 괜찮은 영화다..키드는 지금 어떤 배우가 되어있을까?,1
9610,이게 평점 5점이라고?,0
9611,역시 펑샤오강,1
9612,재미없엉,0
9613,조용하고 잔잔하며 복잡하고 답답한 일이 있을땐 잠자코 보게 된다.,1
9614,으리!!!,1
9615,김영민의 약찾아 삼만리,0
9616,자극과스릴없이 간만에 이런 은은한영화를보네요ㅜ 슬펐어요ㅜㅜㅜㅜㅜㅜㅜ,1
9617,이 영화가 그렇게 재미 없었습니까?,1
9618,기대 안하고 봤는데인...나름 잼났어요!!ㅋㅋㅋㅋ,1
9619,5점까진 아님 7점 가까이는 될듯하네요.,1
9620,<해바라기> 강석범 감독의 작품이란게 의아할 뿐.,0
9621,진정한 민주주의가 무엇인지 알게해준 영화이며 마틴 루터 킹 목사님도 위대하지만 미국 존슨 대통령도 위대하다앞으로 더 이상 인종차별은 없어야한다 인간은 모든것에 평등하다,1
9622,와..ㅠ_ㅠ 너무감동적이다...순수하구..,1
9623,설득력 없는 불편한 이야기..,0
9624,ㅋㅋㅋ 토마스 가다가 기차탈선해서 엎어져버려라 ㅋㅋㅋㅋㅋㅋ,0
9625,똑같은 스토리로 한국영화에서 더이상 어떻게 더 잘 찍을 수 있음? 이정도면 상급임.,1
9626,한국영화 역사상 최악의 작품. 영화입문서를 참고해서 대학생이 만든영화같다.,0
9627,선정적인 노출과 잔인한 살인씬만이 관객을 위한 친절의 전부라고 생각하고 그 외는 잔뜩 물오른 허세와 돈OO로만 쳐바른 내멋대로식 철학영화. 물론 영화로 '책'을 쓰고 있으니 영화처럼 뻐기기 좋아하는 것들은 엄청 빨아댈듯.,0
9628,정말 우연히 다시보기 했다 밤새 정주행했던 드라마 활 보니 안경태가 생각나서ㅋ,1
9629,헐리웃에 노트북이 있다면 이제 한국엔 장수상회가 있네요 우리나라 특유의 정서가 녹아들어 있어 더 슬프고 짠하네요 연기는 두말할거 없이 최고입니다!!!,1
9630,누가평점을 이따위로 내려놓은거야,1
9631,cheap breast ...,0
9632,강추? 그건 아니지. 양심은 지켜야지. 그래도 배우진 빵빵한데 허접한 영화보단 낫다.,0
9633,내가 진짜 영화보고 평점 주는거 처음이다.아 진작 찾아볼껄.아니 주인공 빼고 어? 다죽어 ㅜㅜ ㅠㅠㅠ 진짜 정들라 하는 인물들은 다 죽는듯 이건 뭐. 결말도 몬 결말인지 모르겠고 내 2시간이 아까움 ㅠ,0
9634,씁쓸하지만 인정할 수 밖에 없는 현실.. 진정한 우정은 머리속에서만 가능한가보다,1
9635,결말 기분나쁘다 공포매니아에게 이따위 결말을,0
9636,무슨영화인지 참....,0
9637,종교적인 색깔을 넣어 사형제도의 폐해를 보여준다. 이 세상에 억울하게 죽어나간 모든 사람들과 그의 가족들 에게 바치는 영화,1
9638,나에겐 의미보단 흥미로운 상황들의 나열이 재미있었다.,1
9639,핵노잼 왜 망했는지 알수있는 영화,0
9640,gg,1
9641,완전 멋있음ㅎㅎ 이혼부부지만 당당하게 다시 연얘했으면...♥♥♥♥오늘이 기다려진당,1
9642,노총각 동화. 예쁜 여배우가 순진무구한 남자와...,1
9643,전작에 속지 말자,0
9644,별 하나두 아깝다.최고의 명작,0
9645,스토리가 참신하다,1
9646,완젼 재밌음 +_+,1
9647,조용하면서 각인을 잘시켜주는 아름다운 영화,1
9648,다이아나 애그론 되게 매력있는 배우..앞으로 팬될거 같다~,1
9649,보시면알아요 ^^,1
9650,지옥에서 기어나온것만 같은 진정한 허접쓰레기.필름이라 부르기도 우습다,0
9651,조지클루니는 연기할때가 가장 멋지다,0
9652,철권과다를바없다,0
9653,이건 뭐하려고 만든 영화냐..별로 웃기지도 않고..진짜 재미없다,0
9654,70년대 조폭들이 현재 조폭들보다 잔인하게 나오네ㅋ 해바라기 오태식 하나면 다 끝이다ㅋ,0
9655,이런 훌륭한영화가... 겨우 동화따위로 알려졌다니,1
9656,드라마 복습중 장혁 과 장나라 달달해서 떠나보내기 싫다.,1
9657,조선미녀삼총사때문에 생각나서 이제서야 평점 주는데.. 증말 낭만자객은 졸작중의 레전드..,0
9658,마지막 장면에서 눈물이 핑도네요. 좋으나 싫으나 배필이 필요하다는...,1
9659,훌쩍 커버린 오스먼트가 낯설군,0
9660,이프로 재밌어요 공감되는부분도 많고 지금은 결혼해서 애기가 있고하지만 이거 보면서 추억도 새록새록 생각나고 참좋은 프로그램인것같아요 전항상 본방사수하는데~다음주부턴 사람이 바껴서 나오네요~~~,1
9661,감동적,1
9662,역시는 역시 역시다. 13년 전 작품이지만 여전히 세련된 느낌이다. 장면 하나하나 머릿 속에 남는다. 여운이 오래갈 듯하다!,1
9663,ㅡㅡ스토리 완전오글거림 절대 재미없음. 감동전혀없음. 쓰레기영화..,0
9664,졸라.. 여자늙어서 안섹시하고 끝으로갈수록재미없어짐....,0
9665,어린이용도 아니고 어른용도 아니다.,0
9666,"어린이,어른 상관없이 볼수있는 스피드한 애니메이션",1
9667,"대중 영화라고 하기엔 관객의 기대를 완벽하게 배신하고, 예술 영화라고 하기엔 너무나 싸구려에 얄팍하다. 남는 건 짜증날 정도의 어이없음과 지루함뿐이다.",0
9668,짧다면 짧지만 작은아이까지가서 봐서 우리가족은 만족햇어요.6살4살 흐믓하게 재미지게보고왓어요.,1
9669,지고 지고 또졌다. 하지만 아름다웠다.,1
9670,힘내요미스터김 너무 재밌어요! 본지 얼마 안됐는데 김동완 연기 잘하네요~ 멋있어요! 화이팅!!,1
9671,정말기대하고 봤는데 너무 실망. 웃기긴했지만 정말 뻔하고 지루한 스토리...다큐형식은 신선하기보단 식상하게 느껴졌습니다ㅜ제 취향과는 정말... 한마디로 웃기지만 저에게는 재미없는 영화였습니다. 웃긴것과 재밌는것은 정말 별개라는 것을 느끼게해준..,0
9672,...도대체 이게 뭐지?!,0
9673,네이버는 왜 0점이 안되지???영화같지도않아서 일본배우밖에 출연안한다든 ?,0
9674,욕하는사람들 이런 드라마 만들수있는 뇌는있냐? 연기란 단어도 모르는 새끼들이 괜히 할짓없어서 욕하는거냐? 아니 니네들은 얼마나 잘낫으면 이런 평가를 하세요?: 니네가 얘네보다 연기잘하면 이미 배우겠지 . 전 이드라마 진짜 만족합니당,1
9675,"정말로 이건 인생영화다. 항상 일상에 치여 잊고 살지만, 내가 나로 빛나는 방법을 잘 아는건 다른 누구도 아닌 나라는 것을 보여준 영화. 어디에 있든지 나는 나니까. “그냥 이 순간에 머물 뿐이다” 라는 숀의 대사가 마음에 와닿는다.",1
9676,Very good!,1
9677,10분을 가장 적절하게쓰는.... 볼만함,1
9678,자아성 바른 성향을 갖기 위한 종교용 교육영화느낌.더 재밌게 하기 위해선 스킬을 더 키웠어야 했다. 배드신은 좋았다.,0
9679,감동적이네요,1
9680,고질라니무 귀엽다능ㅋㅋ,1
9681,수도 없이 보고 또봐도.. 내인생에 다시없을 영화,1
9682,즈질 안봐,0
9683,"연인,친구,동료간의 애정심리를 세심하고 인간적으로 표현한점이 좋았다",1
9684,검은 나무 뿌리가 무지하게 나온다.,0
9685,빅뱅은 참 멋있다 꼭봐야겠네,1
9686,원작실화를 멋지게 연기한 톰에게 박수를.. 역시 남우주연상 받을만했다..,1
9687,"안녕, 쎄읔",0
9688,한번쯤 볼만한 독특한 프랑스 애미메이션,0
9689,이거 꽤 재밌었는데.;..,1
9690,이게 뭐니? 이게... ㅡ ㅡ+,0
9691,",.,.,.,.,.",0
9692,"대단하다... 대사, 연출, 연기 모두 대단하다.",1
9693,난 재밌던데,1
9694,임요환 때문에 10점,1
9695,지금 점수는 너무 적다 충분히 8점대는 할수있는 영화 단순액션과 결과주의적인 스토리가 아닌 각 인물의 심정을 느끼면서 보면 충분히 좋은 드라마적요소가 강함 재밌음,1
9696,이거보느니 서프라이즈보는게 이득 .. 아니무슨영화가내용도없고 걍찌르고 찌르고 도망가고 정신병원나오고,0
9697,개봉전 수많은 이슈를 낳았지만 정작 영화는 제목처럼 브레이크업이다,0
9698,아오 깜짝이야 그 시대에 나온것 치곤 정말 괜찮네,1
9699,우리나라 의사들이 가지고 있는 권위주의적인 모습 역시 잘 표현 해내었다. 우리나라에는 정녕 케보키언 같은 .. 진정으로 환자를 위한 .. 환자만을 생각하는 의사는 얼마 없는 것일까 ..,0
9700,중국사람들 알바들 쫙깔렷네 ㅋㅋ 뒤쪽보면 똑같은글도배해서 평점준사람들도ㅋ,0
9701,"3편에서 약간 읅어먹는 분위기였는데, 이번편 외전격으로 참신하게 마무리 잘함. 슈렉시리즈 다봤으면 포에버가 젤재밌을수도......",1
9702,천조국에 흔한 중2병,1
9703,ㅋㅋ 쓰레기.ㅋㅋㅋㅋ,0
9704,제목이 동반자살이더니 시리즈도 동반자살,0
9705,마무리가.............내상각그대로네,0
9706,좋은데 왠지 슬프다,1
9707,영화 스토리 전개가 중간부터 엉성해져서 쓰레기로 변모.,0
9708,씁쓸한 현실속에서도 밝은 꿈을 간직하고 이뤄나가고자 하는 모습이 보기좋았던 영화,1
9709,공포영화같지 않은 공포물,0
9710,무슨 이딴영화가 다있어,0
9711,간만에 신나게 웃었다!!!,1
9712,재밌네요 기대이상으로,1
9713,20년이지나도 나한테는 아직까지 최고의 드라마,1
9714,뭐 이런 CG가 다있냐 고질라도 이것보단낫다 장난하냐 진짜 내가봤던 영화중에 제일 최악 CG때문에 집중이안되네,0
9715,"노래, 캐릭터, 액션, 반전도 좋고, 스토리도 정말 재밌어요. 유치하지도, 질리지도 않네요. 슈렉에서 가장 좋아했던 캐릭터를 또다른 영화로 만나니깐 정말 좋네요. 동키편도 만들어 주실거죠?ㅋㅋ",1
9716,개인적으로 가장 좋아하는 ㅋㅋ,1
9717,내 인생의 최고의 영화 중 하나... 오랫동안 가슴이 아팠다...,1
9718,그나마 90년대에 나와서 다행이다 !!,0
9719,한줄요약.. 본격 ㅈrㅈ1대소동,0
9720,할 말은 많지만 하지않겠다..,0
9721,조수정 앞이빨 두개,0
9722,말쭉거리. 친구1에 비교하면 점수가 너무 높다. 점수 조절좀하자,0
9723,잭키찬영화같은 느낌을 받았다,1
9724,벗어날 수 없었으니 사랑이라고 할 수 밖에,1
9725,아주 정직하게 재미가 없다.,0
9726,펙과 가드너의 중량감있는 연기가 일품이고 세기말적 비장감도 리메이크작보다 낫다,1
9727,갈 곳을 잃은 자신들만의 룸바,0
9728,gozu****님아 참낰ㅋㅋㅋㅋ님은 그럼 짱구나 보세욬ㅋㅋ무슨 윤회사상임 니가 그렇게 단순화 시키니까 재미없는거지. 감독이 생각하는 진리를 이렇게 훌륭하게 풀어낼수가 있나. 평범한 편집이 하나도 없을정도..진짜 이 감독님 존경합니다.,1
9729,;;,0
9730,서인국 연기가 다했다!!,1
9731,평점이 너무 높음. 포스터 글귀에 낚이면 안될듯.. 그냥 잔잔한 내용에 3류 멜로물.. 사실 s신말고는 볼께없음.,0
9732,예술영화? 적당히 하라,0
9733,재밋습니다!!이거 다시 볼려고 찾느라고 꼬박 이틀을 고생-!!,1
9734,진짜지금의 마블시네마틱유니버스를 있게해준작품ㅋㅋ한국에선사실인지도가바닥이었던 아이언맨을 스파이더맨급의 인기히어로로만들어놓은작품ㅋ아이언맨의탄생을 아주흥미진진하게다뤄줬음ㅋㅋ좋았다정말,1
9735,좋은데요?~,1
9736,쓰레기였다. 똥 싸려다가 방귀만 잔뜩뀌고 팬티올리니 똥나오는 느낌이다,0
9737,누가 이 명작에 돌을 던지리...,1
9738,헉 피들궁씀ㄷㄷ,1
9739,자본으로 부터의 독립(independence)가 아닌 스스로 일어서기(自立)에 대한 흥겨운 한마당!,1
9740,허술한 이야기를 메워야할 액션마저 부족하군,0
9741,너무지루했고 섬세한 화면에비해 스토리는 .. 돈주고 보라고해도 힘들것같아요ㅠㅠ,0
9742,진짜 최고의영화..이제서야봣는데왜 이렇게 빨리 상영을끝냇는지 이해가안되네요죽기전에꼳봐야할영화인거같아요,1
9743,정말 슬픈 영화예요. 몇번을 보아도 매번 슬픈 영화예요.,1
9744,어렸을떄 뭐에 끌렸는지 비디오로 거의 매달 한번씩 빌려서 본듯. 최고!!!,1
9745,전기세가 아깝다!!!,0
9746,이병헌의 명품연기,1
9747,왜 이영화를싫어하지??아주재미있고 좋은데,1
9748,성룡이니까!!,1
9749,3.3?333?3333글자,0
9750,재미없네.후회하면서 보는 중.ㅜ,0
9751,평점이 영화에 비해 너무 낮아서 별 다섯개! 평점아 올라라 --6.47은 사기다,1
9752,어떻게 찍었는지 신기하고 완전 귀여워요!!!,1
9753,치킨집 사장님이 이 영화를 싫어합니다.,1
9754,반전이개쩔었던희대의영화,1
9755,정말 기대없이 봤는데 많은걸 느낀 영화,1
9756,3d 이런거 안나옵니다 그냥 병원공간만나옵니다 . 너무 지루하고 재미없어요 ..아우 짱나,0
9757,"1991년도 작품이라는 것이 그저 놀라울 뿐. 화재와 소방관 소재 영화 중 단연 최고라고 본다. 스케일, 웅장한 배경음악, 방화범 추리하는 재미까지. 단 러브라인은 뺏으면 더 좋을 듯. 한편 로버트 드니 로의 카리스마는 역시.",1
9758,미니 드라이버가 개인적으로 좋았다,1
9759,정말 뭐가 엉터리인지 모르겠다. 하하 간만에 몰입하게 되는 영화,1
9760,지루하다는걸 알리기위해 굳이 로그인을 합니다^^ 아나ㅎㅎㅎㅎㅎㅎㅎㅎ,0
9761,사실이 그렇다.,1
9762,마음이 편안해지는 영화 BEST!,1
9763,재난영화론 괜찮음. But 사만다로 나온 배우가 맘에 안듬..,0
9764,이거 뭐 혐한영화네 ㅉㅉㅉ,0
9765,사람냄새 나는 영화~!!!,1
9766,이 영화가 15세 관람가인게 이해가 안된다,0
9767,인간의 휴머니즘을 볼 수 있는 영화..,1
9768,왜봤지 ...최악이다,0
9769,내 다큐좋아 많이보는데 이거 아마추어티가 너무난다 고등학교 방송반에서 만든 느낌이랄까,0
9770,"아,,,,내가 장진감독 영화를 보고 눈물을 주룩 흘릴 줄이야...배우들의 연기,특히 김성균 연기가 대단했음!! 연기 잘하는 걸로 알려진 조진웅씨의 절제된 연기도 좋았음!! 단지, 좀 꼬부라진 혓소리 였어야 하지 않았나 싶음.",1
9771,이거 오씨엔에서 밤에 자주하는 에로비안나이트랑 비슷,0
9772,영화가 너무 허무하다.. 여자들이랑 섹스만 하다가 끝나는..,0
9773,공룡대탐험보다 훨씬도 진보됬고 더 재밌어 졌군요. 정말 최고예요~,1
9774,"""""""""""""""나제대해서 돈많이벌면 니카메라부터 제일먼저사줄게.""""""""""""""",1
9775,케이블에서 하길래 봤더니 쓰레기도 이런 쓰레기가 없다. B급영화도 아니고 걍 쓰레기,0
9776,KBS 통해서 보았는데 정말 좋았어요. 너무나도 아름답고 따뜻한 영화.,1
9777,대체 몰 야그하고 싶은건지~ 여자도 재수없고 바람피는것같은 설정도 재수 없고 은혜를 원수로 값는 동생 놈도 재수없고~ 내용도 재수없공~~~~,0
9778,유희왕 매니아만 볼수 있음,0
9779,지루하고 재미없음 ..킬링타임용으로 볼려했는데 도저히 ..,0
9780,일반 시민의 목숨따윈 안중에 없고 대통령 딸이면 목숨걸고 구해야하는건지에 대한 의문이 영화보는 내내 답답함 더군다나 자기 눈앞에서 목숨을 버리기까지 하면서 구출하려하는데 그 딸은 ㄱ철없고 개념없는 행동만 하고.. 짜증나서 채널 돌렸음,0
9781,친구중 하나가 dvd를 빌려와서 봤었다. 아직도 그 녀석이 이 영화를 왜 빌려왔는지 이해가 안간다.,0
9782,파라다이스목장 대박!!!!!!!!!!!!!!!!!,1
9783,김기덕 감독의 작품은 개성이 있고 독특하다. 허나 너무 과평가되는 경향이 있다.,0
9784,이것이 존맥클레인의 마지막 불꽃!!5는 도저히 못봐주겠더이다....하지만 4.0은 최고!!,1
9785,결국 일진놈들 미화 영화,0
9786,군대가기 2일전에 봤는데 전혀 내 소중한 2일이라는 시간중에 부분시간이 아깝지가 않았다 진짜로 와 영화가 3시간짜리인줄도 몰랐다 와 꿀잼 나까지 미치게 만드는 영화네 와 디카프리오 연기가 와.. 미쳤다진짜 이건 와,1
9787,최고!!,1
9788,못봐주겠다.,0
9789,"병맛 나도 킥킥거리며 보는 영화가 있는데, 이건 그냥 병맛만 난다.",0
9790,야 별점단 샛기들아 재미없으면 왜보니 그럼 아예달지를 말던가 왜잘보고나서 OO들일까 잘봣으면 그냥 봣다고 하지 별점 테러여ㅡㅡ 니들취향에 맞는게 잇고 아닌게 잇지 다 지들에 맞게 평가하면 먼소용이여ㅡㅡ 존나 어이가빵터지넼ㅋㅋ,1
9791,재미있음,1
9792,만화로 먼저 봤었던 마스다미리의 <결혼하지 않아도 괜찮을까>. 4컷 만화를 이렇게 영화로 찍어냈다는게 대단합니다. 일본 영화 특유의 잔잔하면서도 여운을 주는 영화입니다.,1
9793,아름답고 사실적인 영화,1
9794,와. 진짜 이런 영화는 생전 처음이다. 처음부터 끝까지 여자 중심의 사고관. 그동안 여자들이 남성중심 사고관에 구역질내던게 이제야 이해가 된다.,0
9795,열정적인 춤~ 신나는 음악~ Good~ 저도 춤을 출수있다는 용기를 나눠 주세요 옛날처럼,1
9796,넘 보고싶은데 다시 볼수 없나?ㅠㅠㅜㅠ티비에서도 방송안하던데..휴 ㅠㅠㅠ,1
9797,생소한 영화다 싶으면 수입사를 확인하라. 십중팔구 삼류작을 수입하는 영세수입사들,0
9798,덴젤워싱턴 역시 최고 .!!기대를 저버리지 않는다,1
9799,조앙,1
9800,제가 원래 고딕호러물을 좋아하는데 이 작품 완존 팀 버튼 감독의 고딕호러인생을 집대성한 걸작이더군요!! 의상부터 소품 배경까지 아주 맘에 딱 들더군요!! 등장인물도 007의 연인 에바그린부터 힛걸 클로이 모레츠까지 제 맘에 딱 맞춘 맞춤영화네요!!,1
9801,딸귀신이 나와 아빠를 희롱하는 3류 공포물... 아빠인 주인공은 너무 놀라서 심장마비로 급사,0
9802,솔직히 진히로인은 유이 어머님,1
9803,좋은 영화입니다 乃,1
9804,그저 나의 잃어버린 100분이 아까울뿐...,0
9805,"이기는 놈이 정의, 폼 나는 놈이 착한 놈. 고로 <씬시티>의 주인공은 절대 선(善)",1
9806,수목장보다 낫ㄴ다,0
9807,뭐 이런 콩가루같은,0
9808,산만하고 별볼일없는 로맨틱코미디,0
9809,티비에서 하는데 골때린다. 저런건 나도 만들겠다. 다들 어디서 보셨는지 궁금...,0
9810,재밌을 거 같아욤. 이런 프랑스 코미디 은근 좋음. ㅎㅎ,1
9811,처음엔 좀 거부감이들지만 볼수록 몰입되는영화,1
9812,툭하먼죽고 툭하면 기억상실증에 툭하면 혈혈관계냐? 이래서 미쿡드라마이길수있겠어???,0
9813,"2005년도 작품인데, 쌍팔년도 아날로그 연출이네.. 쫌더 아프거나, 쫌더 달콤하거나.. 둘중 하나만해라.. 러브레터 감성을 비슷하게 흉내는 내는거같은데, 짝퉁밖에안된다.",0
9814,열라 잼있음 ㅋㅋㅋ,1
9815,평점이 너무 낮네요. 이 영화 나름 괜찮았습니다.,1
9816,학교에서봣는데옛날영화임에도불구하고긴장감과 김희로의 한이보엿음,1
9817,정말 무섭네요 그러나 스토리가 꽝 그래서 1점,0
9818,정말 잘 만든 작품입니다.,1
9819,"간만에 본 한국형 좋은 1인칭 영화. 마무리가 좀 꾸리지만...위트있는 대시외 싱황 설정. 무난한 연기, 몰입도 높은 스토리..다 좋은데 그넘의 조센징들 약점인 비극적 엔딩....라스베가스라면 참 해피하고 깔꿈햇을 마물가 아숩다..",0
9820,이수정 젓통안나옴 그래서 1점,0
9821,진짜한편봤는데. 정말 다들 무례하네요.음식의 평가를 제대로하는게아니라 깎아내리기 바쁘고.이건 프로그램취지에도 맞지않는거같아요. 황은정씨최악이네요,0
9822,원작과 달리 쇼와시대의 감성을 전혀 살리지 못한 작품.,0
9823,아 진짜 개재미없던데 무섭지도 않고 스릴도 없고 졸면서 봄엑소시스트가 훨씬 나은데,0
9824,액션이 멋지던 영화 잼깄했눈뎅,1
9825,아 잊지못할 만화지~ㅋ 아 그립구나 그시절이..그립다그리워ㅠㅠ,1
9826,뭔가를 말하려는듯하지만 결국 특별한 감흥 없이 영화가 산만하다,0
9827,좀비들이 백선엽장군 물어뜯는 이유를 알겠네.,0
9828,게살줬더니 게맛살이 더 맛있다며..;;,1
9829,최고의 영화지만 찾아볼수가윖다 어딨는거냐 ㅂ느고싶다,0
9830,"연기의 흐름이 원할하지 못한 배우도 문제지만, 생각없는 감독이 더 큰문제",0
9831,아니 이영화 평점이왜이래 재밌었는데 ㅡ.ㅡ,1
9832,최고!,1
9833,캐릭터는 살아있으나 캐릭터 표현이 짜증남 어제 보고 오늘 한번 더 봤는데 알고 봐야 재밌는 영화인듯 한번에 의미를 파악하긴 어려움,0
9834,왕조현만으로도 10점 만점. 장국영이 안 나와서 조금 아쉽네요.,1
9835,앞뒤가 안맞아,0
9836,우리는 세상을 바꾸려 했어. 그런데 우리가 변했지.,1
9837,dd재밋게 잘봤습니다,1
9838,나는잼는데 ????????????????,1
9839,"내가 지금 뭘 먹고 있는지 매순간 확인하게 됨. 적은 비용으로 더 많은 고기를 생산하려는 욕망은 어디서 비롯되었는지, 우리는 왜 몸이 필요한 것 이상의 고기를 먹고자 하는지? 까지 간다면 더 좋았을 것 같았다.",1
9840,"정말 재미없다.. 시간이 아깝다. 난 이런 개그는 별로고,이런 스토리 형식도 별로다. 어디가 웃기다는건지 모르겠다. 2번을 봐도 안웃겨. 그리고 영화 평가는 주관적일수밖에 없는데,재미없다하면 고등학교도 안나온거냐? 생각을하고 평점을달아라",0
9841,서언이 서준이 분량이 너무 없어서 볼맛 안나고 짜증나네요 인기 많은 삼둥이만 나오게 할꺼면슈퍼맨이돌아왔다가 아니라삼둥이가 돌아왔다로 하시죠ㅋ,0
9842,정말 수작이다. 기대없이 봤는데 보고 놀람....,1
9843,과도한 간접광고와 탄탄하지못한 스토리 일부 미스캐스팅불필요한액션 장면,0
9844,인간이 어떻게 살아야 하는지 생각을 한번 해보게끔 만든 영화였다. 재미도 있고,1
9845,어딘가 시대착오적이란게 이드라마 최대의흠결이다.그것도 완성도완 아무 상관없이...,0
9846,영화에게 능욕당한 기분은 처음이었습니다.,0
9847,"아따맘마, 스토리 넘 잼잇네요ㅎㅎ 즐겨봤던 만화중 하나로써 아따맘마의 엉뚱하지만 뭔가엉뚱한 생활 한컷한컷이 공감되는면도있고 잼잇어요ㅎ",1
9848,다시 한번 보고 싶은 영화다,1
9849,다시봐도재미있을만큼학교2013너무재밌었다^^,1
9850,불쌍해서..,1
9851,재밌어,1
9852,이런 사랑을 해보고 싶다 ㅠㅠ....! 명작 수작!,1
9853,"액션조금.흔한내용ㅡㅡ성룡.이연걸을따라잡을려면한참걸릴듯,,오경은 주목할만하다!!",0
9854,열불나던 영화 진짜 화난다,1
9855,서영의 노출에 대한 거리낌없는 연기에 전율했다,1
9856,잤다.-_-,0
9857,사자가 사자후를 하네...,0
9858,"충분히 무섭고, 충분히 슬픈 영화",1
9859,클레멘타인을 보고 울었던 암세포가 또 울었다,1
9860,졸작이다ㅡㅡ한국형 SF영화라서 기대했는데 실망이다...,0
9861,결말 개같음 보지마셈 ㅋㅋㅋ,0
9862,"내용은 그래영화야 ..허구야...하고 넘길지언정 진짜 웃음이나오는 고양이위장, 총셋팅,복장 등등...군생활을 해봤다면 절대 이렇게는 못만들꺼에요...저예산이어서 위장크림아끼고, 복장 이 어설픈건 아닌거 같음 ㅠㅠ",0
9863,제목은 구리지만 정말 볼만한 영화예요!,1
9864,원주율을 위해서....,0
9865,어찌 어찌 볼려고 하는데 시청 할때 마다 계속 눈물만 흘리고.... 댓글 안쓰는 편이지만 이건 좀 아닌듯하네요,0
9866,미국식 코메디가 안먹히는 사람도 있다,0
9867,최고,1
9868,밑에분은 살아가면서 일어날수있는 애정이하고 하지만 실제로는 절대 일어날수 없는 동화같은 이야기.한가지예로 퀸카라는 그녀는 싫다는 남자한테 쓰레기통으로 물벼락맞고도 하루밤을 지냄.,0
9869,언더시즈의 명성은 찾아볼수도 없었다 완전실망!!,0
9870,작가주의로 빠지다 보니 정작 사랑은 물거품에 불과 .,0
9871,감동 그 자체....강추,1
9872,"저도 충분히 재미있었습니다 몰입도,긴장감 다 좋았는데 왜 평점이 이렇게 안좋은지 모르겠네요",1
9873,이런 수작을 지금 보게 되다니! ! 정말 감동적이고 아름다운 이야기다 마지막에 눈물 한바가지 흘렸다,1
9874,시나리오는 의도를 모르겠지만 액션 연출 하나는 진짜 쩐다 다이나믹함이 실사 영화와 비교해도 손색없다. 보고 말하라 009의 가속장치 발동시 연출은 ㅎㄷㄷ,1
9875,이걸 끝까지 본 내 시간이 멈추는날,0
9876,분량 늘이면서 더 망한 드라마,0
9877,지금봐도 진짜 스릴있고 재미있는 영화 . 안보신분들 망설이지말고 보시길.,1
9878,배우에게 너무 의지하여 오히려 긴장감이 떨어지는,0
9879,"기분 좋아지는 영화..,",0
9880,마지막 장면과 OST 의 여운이 깊게 남는 가슴이 따스해지는 영화...,1
9881,정말 커피와도 같은 영화입니다. 한 없이 부드러운 스토리에 삶에 대한 이야기는 어찌보면 또 쓰고..마지막은 달콤하기까지 한..^^,1
9882,마지막엔 걍 다 죽어뿌네 ;,0
9883,처음부터 끝까지 최악. 후반은 죄다 우주전쟁 패러디...,0
9884,톰때문에 봤었는데 정말 재미없었음.어릴때봐서 그랬을까..?,0
9885,생각하게 하고 긴 여운이 남는 영화 ㅠㅠ,1
9886,"원래 이런 영화는 스토리 안보고 액션위주로 보는거지만, 액션도 별로다",0
9887,진짜 최고의 공포영화 다,1
9888,최고,1
9889,레어템을 넘어서 유니크템으로 인정받을 영화..,0
9890,케이블티비에서 몇번을 봐도 정말 좋은영화입니다.,1
9891,완성도 같은 거 따지지 말고 그냥 시원함만 원한다면 보시기를,0
9892,성룡 원표 홍금보 20년전에 만든영화인대 우리나라는 아직도 이영화를 못 따라간다,1
9893,근래 보기 힘든 졸작이네요....,0
9894,임청하보는데..뭘그리따지시오.^^,1
9895,나름괜찮다. 평균평점을높이기위해서 10점 준다.,1
9896,개봉당시 우리나라 영화평론가들에게 혹평을 받았던 영화로 기억..영화보면서 욕을 먹을만한 영화가 아닌데 하면서 본 기억이 남..평론가들은 왜 있는지 모르겠음,1
9897,밑에 이화여고 1학년 지구과학반임?,1
9898,↓ 영화 관계자 여러분 여기서 이러시면 곤란합니다.,0
9899,느낌을 모르면 시간이 지나 세월이 흘러야 알수있는 영화.그래야 눈물을 흘리며 슬프기보다는 마음을 조금이라도 치유 할 수 있는영화.재미로 추천이 아니고 마음의 힐링을 위해 추천합니다.. 영화보고 느낌? 감정이 없다면 시간이 지나거나 거울은 보세요.,1
9900,왠만해서 평정 등록 안하는데 이건 평점좀 등록해야겠네 ㅋㅋㅋ 영화가 너무 비현실적이고 말도 안되는 화류계 이야기를 넣음 화류계를 모르는 사람이 보기에도 이상하고 아는 사람이 보기에는 이상하다. 어떻게 이렇게 영화를 못만들 수가 있는지 신기하다.,0
9901,이건 요즘 ㅈ중고딩들이 구할래야 구하기도 어려우니 평점 테러가 없구만 ㅋㅋ 당시 기준 최고의 히어로물!!,1
9902,ㅡㅡ무슨뜻인지 이해불가. 삼류영화의 끝을 보여줍니다.,0
9903,본게 후회 된다.,0
9904,액션영화를 바라고 본게 아니고 다큐같은면을 기대하고 봤음에도 허술한 구성과 이해할숭 없는 전개.. 예술성의 흉내를 내지만 끝내 허세만 가득 느끼게해주는 그런 영화..,0
9905,보다가 나옴 ㅡㅡ;,0
9906,완벽그자체다완벽해진짜,1
9907,싫어 옛날꺼라유치해,0
9908,"주연보다 인상적인 조연, 영화보다 인상적인 배경!!",0
9909,진짜 드럽네,0
9910,ㅋㅋ완전 재밌당~~~,1
